"              ELEM","                 X","                 Y","                 Z","             SAT_G","             SAT_L","              PRES","           PCAP_GL","             DEN_G","             DEN_L","             VIS_G","             VIS_L"
"                  ","               (M)","               (M)","               (M)","               (-)","               (-)","              (PA)","              (PA)","         (KG/M**3)","         (KG/M**3)","            (PA*S)","            (PA*S)"
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99727443123E+000,  0.27255687740E-002,  0.65064265781E+006,  0.00000000000E+000,  0.10969706950E+001,  0.99946739250E+003,  0.19351802072E-004,  0.11358386664E-002
"TIME [sec]  0.30527000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.77939504321E+000,  0.22060495679E+000,  0.65108085281E+006,  0.00000000000E+000,  0.10977027635E+001,  0.99946759503E+003,  0.19351803510E-004,  0.11358385786E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99726326176E+000,  0.27367382368E-002,  0.65108085280E+006,  0.00000000000E+000,  0.10977027635E+001,  0.99946759503E+003,  0.19351803510E-004,  0.11358385786E-002
"TIME [sec]  0.30534000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.77843368623E+000,  0.22156631377E+000,  0.65159282862E+006,  0.00000000000E+000,  0.10985580936E+001,  0.99946783166E+003,  0.19351805191E-004,  0.11358384760E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99725022093E+000,  0.27497790685E-002,  0.65159282860E+006,  0.00000000000E+000,  0.10985580936E+001,  0.99946783166E+003,  0.19351805191E-004,  0.11358384760E-002
"TIME [sec]  0.30540000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.77760966951E+000,  0.22239033049E+000,  0.65203230775E+006,  0.00000000000E+000,  0.10992923074E+001,  0.99946803478E+003,  0.19351806634E-004,  0.11358383879E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99723903556E+000,  0.27609644394E-002,  0.65203230774E+006,  0.00000000000E+000,  0.10992923074E+001,  0.99946803478E+003,  0.19351806634E-004,  0.11358383879E-002
"TIME [sec]  0.30547000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.77664832127E+000,  0.22335167873E+000,  0.65254578501E+006,  0.00000000000E+000,  0.11001501459E+001,  0.99946827211E+003,  0.19351808319E-004,  0.11358382851E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99722597614E+000,  0.27740238588E-002,  0.65254578500E+006,  0.00000000000E+000,  0.11001501459E+001,  0.99946827211E+003,  0.19351808319E-004,  0.11358382851E-002
"TIME [sec]  0.30553000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.77582431206E+000,  0.22417568794E+000,  0.65298655394E+006,  0.00000000000E+000,  0.11008865145E+001,  0.99946847582E+003,  0.19351809766E-004,  0.11358381968E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99721477482E+000,  0.27852251836E-002,  0.65298655393E+006,  0.00000000000E+000,  0.11008865145E+001,  0.99946847582E+003,  0.19351809766E-004,  0.11358381968E-002
"TIME [sec]  0.30560000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.77486297239E+000,  0.22513702761E+000,  0.65350153938E+006,  0.00000000000E+000,  0.11017468726E+001,  0.99946871384E+003,  0.19351811457E-004,  0.11358380936E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99720169675E+000,  0.27983032467E-002,  0.65350153936E+006,  0.00000000000E+000,  0.11017468725E+001,  0.99946871384E+003,  0.19351811457E-004,  0.11358380936E-002
"TIME [sec]  0.30566000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.77403897022E+000,  0.22596102978E+000,  0.65394360404E+006,  0.00000000000E+000,  0.11024854059E+001,  0.99946891816E+003,  0.19351812908E-004,  0.11358380050E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99719047942E+000,  0.28095205778E-002,  0.65394360403E+006,  0.00000000000E+000,  0.11024854059E+001,  0.99946891816E+003,  0.19351812908E-004,  0.11358380050E-002
"TIME [sec]  0.30572000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.77321497153E+000,  0.22678502847E+000,  0.65438626855E+006,  0.00000000000E+000,  0.11032249413E+001,  0.99946912275E+003,  0.19351814361E-004,  0.11358379163E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99717925469E+000,  0.28207453090E-002,  0.65438626853E+006,  0.00000000000E+000,  0.11032249413E+001,  0.99946912275E+003,  0.19351814361E-004,  0.11358379163E-002
"TIME [sec]  0.30579000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.77225364436E+000,  0.22774635564E+000,  0.65490347026E+006,  0.00000000000E+000,  0.11040890020E+001,  0.99946936180E+003,  0.19351816059E-004,  0.11358378127E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99716614928E+000,  0.28338507185E-002,  0.65490347024E+006,  0.00000000000E+000,  0.11040890020E+001,  0.99946936180E+003,  0.19351816059E-004,  0.11358378127E-002
"TIME [sec]  0.30585000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.77142965323E+000,  0.22857034677E+000,  0.65534743861E+006,  0.00000000000E+000,  0.11048307157E+001,  0.99946956699E+003,  0.19351817517E-004,  0.11358377237E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99715490848E+000,  0.28450915170E-002,  0.65534743860E+006,  0.00000000000E+000,  0.11048307157E+001,  0.99946956699E+003,  0.19351817517E-004,  0.11358377237E-002
"TIME [sec]  0.30592000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.77046833489E+000,  0.22953166511E+000,  0.65586616483E+006,  0.00000000000E+000,  0.11056973234E+001,  0.99946980674E+003,  0.19351819219E-004,  0.11358376198E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99714178430E+000,  0.28582157001E-002,  0.65586616482E+006,  0.00000000000E+000,  0.11056973233E+001,  0.99946980674E+003,  0.19351819219E-004,  0.11358376198E-002
"TIME [sec]  0.30598000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.76964435134E+000,  0.23035564866E+000,  0.65631144280E+006,  0.00000000000E+000,  0.11064412250E+001,  0.99947001254E+003,  0.19351820681E-004,  0.11358375306E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99713052739E+000,  0.28694726122E-002,  0.65631144279E+006,  0.00000000000E+000,  0.11064412250E+001,  0.99947001254E+003,  0.19351820681E-004,  0.11358375306E-002
"TIME [sec]  0.30605000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.76868304185E+000,  0.23131695815E+000,  0.65683170029E+006,  0.00000000000E+000,  0.11073103908E+001,  0.99947025299E+003,  0.19351822389E-004,  0.11358374264E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99711738438E+000,  0.28826156233E-002,  0.65683170028E+006,  0.00000000000E+000,  0.11073103908E+001,  0.99947025299E+003,  0.19351822389E-004,  0.11358374264E-002
"TIME [sec]  0.30611000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.76785906591E+000,  0.23214093409E+000,  0.65727829367E+006,  0.00000000000E+000,  0.11080564900E+001,  0.99947045940E+003,  0.19351823855E-004,  0.11358373369E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99710611130E+000,  0.28938886957E-002,  0.65727829366E+006,  0.00000000000E+000,  0.11080564900E+001,  0.99947045940E+003,  0.19351823855E-004,  0.11358373369E-002
"TIME [sec]  0.30618000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.76689776531E+000,  0.23310223469E+000,  0.65780008921E+006,  0.00000000000E+000,  0.11089282253E+001,  0.99947070057E+003,  0.19351825568E-004,  0.11358372324E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99709294941E+000,  0.29070505893E-002,  0.65780008919E+006,  0.00000000000E+000,  0.11089282253E+001,  0.99947070057E+003,  0.19351825568E-004,  0.11358372324E-002
"TIME [sec]  0.30624000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.76607379700E+000,  0.23392620300E+000,  0.65824800384E+006,  0.00000000000E+000,  0.11096765319E+001,  0.99947090758E+003,  0.19351827039E-004,  0.11358371426E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99708166013E+000,  0.29183398687E-002,  0.65824800383E+006,  0.00000000000E+000,  0.11096765319E+001,  0.99947090758E+003,  0.19351827039E-004,  0.11358371426E-002
"TIME [sec]  0.30631000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.76511250532E+000,  0.23488749468E+000,  0.65877134426E+006,  0.00000000000E+000,  0.11105508482E+001,  0.99947114946E+003,  0.19351828757E-004,  0.11358370378E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99706847930E+000,  0.29315206995E-002,  0.65877134424E+006,  0.00000000000E+000,  0.11105508482E+001,  0.99947114946E+003,  0.19351828757E-004,  0.11358370378E-002
"TIME [sec]  0.30637000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.76428854465E+000,  0.23571145535E+000,  0.65922058601E+006,  0.00000000000E+000,  0.11113013719E+001,  0.99947135709E+003,  0.19351830231E-004,  0.11358369478E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99705717377E+000,  0.29428262329E-002,  0.65922058600E+006,  0.00000000000E+000,  0.11113013719E+001,  0.99947135709E+003,  0.19351830231E-004,  0.11358369478E-002
"TIME [sec]  0.30644000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.76332735750E+000,  0.23667264250E+000,  0.65974542594E+006,  0.00000000000E+000,  0.11121781933E+001,  0.99947159967E+003,  0.19351831954E-004,  0.11358368426E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99704397526E+000,  0.29560247366E-002,  0.65974542592E+006,  0.00000000000E+000,  0.11121781933E+001,  0.99947159967E+003,  0.19351831954E-004,  0.11358368426E-002
"TIME [sec]  0.30650000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.76250338184E+000,  0.23749661816E+000,  0.66019601305E+006,  0.00000000000E+000,  0.11129309646E+001,  0.99947180792E+003,  0.19351833434E-004,  0.11358367523E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99703265312E+000,  0.29673468821E-002,  0.66019601304E+006,  0.00000000000E+000,  0.11129309646E+001,  0.99947180792E+003,  0.19351833434E-004,  0.11358367523E-002
"TIME [sec]  0.30657000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.76156684387E+000,  0.23843315613E+000,  0.66070890647E+006,  0.00000000000E+000,  0.11137878277E+001,  0.99947204497E+003,  0.19351835117E-004,  0.11358366496E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99701977451E+000,  0.29802254871E-002,  0.66070890646E+006,  0.00000000000E+000,  0.11137878277E+001,  0.99947204497E+003,  0.19351835117E-004,  0.11358366496E-002
"TIME [sec]  0.30663000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.76074289208E+000,  0.23925710792E+000,  0.66116080507E+006,  0.00000000000E+000,  0.11145427901E+001,  0.99947225383E+003,  0.19351836601E-004,  0.11358365590E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99700843647E+000,  0.29915635309E-002,  0.66116080506E+006,  0.00000000000E+000,  0.11145427900E+001,  0.99947225383E+003,  0.19351836601E-004,  0.11358365590E-002
"TIME [sec]  0.30669000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.75991894386E+000,  0.24008105614E+000,  0.66161332365E+006,  0.00000000000E+000,  0.11152987882E+001,  0.99947246297E+003,  0.19351838086E-004,  0.11358364684E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99699709086E+000,  0.30029091362E-002,  0.66161332363E+006,  0.00000000000E+000,  0.11152987881E+001,  0.99947246297E+003,  0.19351838086E-004,  0.11358364684E-002
"TIME [sec]  0.30676000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.75895767566E+000,  0.24104232434E+000,  0.66214204728E+006,  0.00000000000E+000,  0.11161820979E+001,  0.99947270734E+003,  0.19351839822E-004,  0.11358363625E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99698384422E+000,  0.30161557815E-002,  0.66214204727E+006,  0.00000000000E+000,  0.11161820979E+001,  0.99947270734E+003,  0.19351839822E-004,  0.11358363625E-002
"TIME [sec]  0.30682000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.75813373517E+000,  0.24186626483E+000,  0.66259591350E+006,  0.00000000000E+000,  0.11169403474E+001,  0.99947291710E+003,  0.19351841312E-004,  0.11358362715E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99697248220E+000,  0.30275178047E-002,  0.66259591349E+006,  0.00000000000E+000,  0.11169403474E+001,  0.99947291710E+003,  0.19351841312E-004,  0.11358362715E-002
"TIME [sec]  0.30689000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.75717247601E+000,  0.24282752399E+000,  0.66312621291E+006,  0.00000000000E+000,  0.11178262897E+001,  0.99947316220E+003,  0.19351843053E-004,  0.11358361653E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99695921637E+000,  0.30407836337E-002,  0.66312621289E+006,  0.00000000000E+000,  0.11178262897E+001,  0.99947316220E+003,  0.19351843053E-004,  0.11358361653E-002
"TIME [sec]  0.30695000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.75634854328E+000,  0.24365145672E+000,  0.66358143280E+006,  0.00000000000E+000,  0.11185868008E+001,  0.99947337259E+003,  0.19351844547E-004,  0.11358360741E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99694783788E+000,  0.30521621228E-002,  0.66358143279E+006,  0.00000000000E+000,  0.11185868008E+001,  0.99947337259E+003,  0.19351844547E-004,  0.11358360741E-002
"TIME [sec]  0.30702000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.75538729318E+000,  0.24461270682E+000,  0.66411331502E+006,  0.00000000000E+000,  0.11194753874E+001,  0.99947361841E+003,  0.19351846293E-004,  0.11358359675E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99693455281E+000,  0.30654471917E-002,  0.66411331501E+006,  0.00000000000E+000,  0.11194753874E+001,  0.99947361841E+003,  0.19351846293E-004,  0.11358359675E-002
"TIME [sec]  0.30708000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.75456336823E+000,  0.24543663177E+000,  0.66456989466E+006,  0.00000000000E+000,  0.11202381701E+001,  0.99947382943E+003,  0.19351847792E-004,  0.11358358760E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99692315781E+000,  0.30768421949E-002,  0.66456989465E+006,  0.00000000000E+000,  0.11202381701E+001,  0.99947382943E+003,  0.19351847792E-004,  0.11358358760E-002
"TIME [sec]  0.30715000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.75360212723E+000,  0.24639787277E+000,  0.66510336679E+006,  0.00000000000E+000,  0.11211294129E+001,  0.99947407599E+003,  0.19351849544E-004,  0.11358357692E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99690985344E+000,  0.30901465599E-002,  0.66510336678E+006,  0.00000000000E+000,  0.11211294129E+001,  0.99947407599E+003,  0.19351849544E-004,  0.11358357692E-002
"TIME [sec]  0.30721000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.75277821008E+000,  0.24722178992E+000,  0.66556131226E+006,  0.00000000000E+000,  0.11218944774E+001,  0.99947428764E+003,  0.19351851047E-004,  0.11358356774E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99689844187E+000,  0.31015581255E-002,  0.66556131225E+006,  0.00000000000E+000,  0.11218944774E+001,  0.99947428764E+003,  0.19351851047E-004,  0.11358356774E-002
"TIME [sec]  0.30728000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.75181697820E+000,  0.24818302180E+000,  0.66609638145E+006,  0.00000000000E+000,  0.11227883883E+001,  0.99947453494E+003,  0.19351852804E-004,  0.11358355702E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99688511816E+000,  0.31148818433E-002,  0.66609638144E+006,  0.00000000000E+000,  0.11227883883E+001,  0.99947453494E+003,  0.19351852804E-004,  0.11358355702E-002
"TIME [sec]  0.30734000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.75147304337E+000,  0.24852695663E+000,  0.66628804280E+006,  0.00000000000E+000,  0.11231085865E+001,  0.99947462352E+003,  0.19351853433E-004,  0.11358355318E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99688034849E+000,  0.31196515147E-002,  0.66628804280E+006,  0.00000000000E+000,  0.11231085865E+001,  0.99947462352E+003,  0.19351853433E-004,  0.11358355318E-002
"TIME [sec]  0.30741000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.75145031429E+000,  0.24854968571E+000,  0.66630071290E+006,  0.00000000000E+000,  0.11231297537E+001,  0.99947462938E+003,  0.19351853474E-004,  0.11358355293E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99688003321E+000,  0.31199667867E-002,  0.66630071290E+006,  0.00000000000E+000,  0.11231297537E+001,  0.99947462938E+003,  0.19351853474E-004,  0.11358355293E-002
